id,name,category,brand,sku,priceMin,priceMax,priceRange,material,finish,size,image,imageVerified,availability,status,style,description,popularity,showroomName,showroomLocation,showroomContact,sellerType,sourceUrl,priceSource,isVerifiedSource,sourceNote
p_tile_007,Gạch lát sàn Thạch Bàn TGB60-0853,Gạch ốp/lát,Thạch Bàn,TGB60-0853,230000,295000,230.000đ – 295.000đ,Granite,Vân đá vàng nâu,600x600 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,"Gạch ốp/lát tính theo m², phù hợp concept phòng tắm và không gian nội thất.",59,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Showroom đối tác,https://gachthachban.vn/,Nguồn giá/model từ website hoặc giá thị trường tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_tile_008,Gạch ốp tường granite Thạch Bàn TGB36-0236,Gạch ốp/lát,Thạch Bàn,TGB36-0236,235000,279000,235.000đ – 279.000đ,Granite,Ốp tường,300x600 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,"Gạch ốp/lát tính theo m², phù hợp concept phòng tắm và không gian nội thất.",95,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Showroom đối tác,https://gachthachban.vn/,Nguồn giá/model từ website hoặc giá thị trường tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_tile_009,Gạch ốp lát Viglacera phòng tắm tham khảo,Gạch ốp/lát,Viglacera,VGC-TILE-SAMPLE-001,180000,700000,180.000đ – 700.000đ,Ceramic/Porcelain,Vân đá / vân xi măng,300x600–600x600 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,"Gạch ốp/lát tính theo m², phù hợp concept phòng tắm và không gian nội thất.",74,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://hailinh.com.vn/gach-op-lat/,Nguồn giá/model từ website hoặc giá thị trường tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_tile_010,Gạch porcelain nhập khẩu KHATRA tham khảo,Gạch ốp/lát,KHATRA,KHATRA-TILE-SAMPLE-001,700000,1500000,700.000đ – 1.500.000đ,Porcelain,Vân đá cao cấp,600x1200 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Luxury,"Gạch ốp/lát tính theo m², phù hợp concept phòng tắm và không gian nội thất.",73,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://khatra.com.vn/,Nguồn giá/model từ website hoặc giá thị trường tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_vanity_001,Lavabo kết hợp tủ treo Caesar LF5028 + EH15028DDRW7V,Tủ lavabo,Caesar,LF5028 + EH15028DDRW7V,11729000,13349000,11.729.000đ – 13.349.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,57,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://caesar.com.vn/vi/san-pham/loai/26/lavabo-tu-treo,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_vanity_002,Lavabo kết hợp tủ treo Caesar LF5028 + EH15028DDLV,Tủ lavabo,Caesar,LF5028 + EH15028DDLV,11729000,13349000,11.729.000đ – 13.349.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,70,HITA Home,TP. Hồ Chí Minh,028 8888 6688,Đại lý phân phối,https://caesar.com.vn/vi/san-pham/loai/26/lavabo-tu-treo,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_vanity_003,Lavabo kết hợp tủ treo Caesar LF5026 + EH15026DDRW7V,Tủ lavabo,Caesar,LF5026 + EH15026DDRW7V,11729000,11729000,11.729.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,61,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://caesar.com.vn/vi/san-pham/loai/26/lavabo-tu-treo,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_vanity_004,Lavabo kết hợp tủ treo Caesar LF5026 + EH15026DDRV,Tủ lavabo,Caesar,LF5026 + EH15026DDRV,11729000,11729000,11.729.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,65,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://caesar.com.vn/vi/san-pham/loai/26/lavabo-tu-treo,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_vanity_005,Lavabo kết hợp tủ treo Caesar LF5026 + EH15026DDLW7V,Tủ lavabo,Caesar,LF5026 + EH15026DDLW7V,11729000,11729000,11.729.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,60,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Showroom đối tác,https://caesar.com.vn/vi/san-pham/loai/26/lavabo-tu-treo,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_vanity_006,Tủ lavabo gỗ Moku Wood 800,Tủ lavabo,Local Showroom,MOKU-WOOD-800,5200000,8900000,5.200.000đ – 8.900.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,88,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_vanity_007,Tủ lavabo PVC chống ẩm Linea 700,Tủ lavabo,Local Showroom,LINEA-PVC-700,3200000,6200000,3.200.000đ – 6.200.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,74,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_vanity_008,Tủ lavabo Hafele tham khảo,Tủ lavabo,Hafele,HAFELE-VANITY-SAMPLE-001,6500000,18000000,6.500.000đ – 18.000.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,61,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_vanity_009,Tủ lavabo Warm Neutral 900,Tủ lavabo,Local Showroom,LOCAL-VANITY-WN-900,7800000,12500000,7.800.000đ – 12.500.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,84,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_vanity_010,Tủ lavabo Hotel Cabinet 1000,Tủ lavabo,Local Showroom,LOCAL-VANITY-HOTEL-1000,9500000,22000000,9.500.000đ – 22.000.000đ,PVC chống ẩm / gỗ công nghiệp / sứ,Gỗ sáng / trắng / đen mờ,700–1000 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Tủ lavabo/vanity giúp đồng bộ khu rửa mặt trong concept. Giá cần xác nhận theo kích thước và vật liệu thực tế.,60,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_001,Đèn gương LED Rạng Đông 12W tham khảo,Đèn phòng tắm,Rang Dong,RD-BATH-LIGHT-12W,250000,650000,250.000đ – 650.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",90,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_002,Đèn gương LED Rạng Đông 18W tham khảo,Đèn phòng tắm,Rang Dong,RD-BATH-LIGHT-18W,450000,900000,450.000đ – 900.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",95,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_003,Đèn gương LED Điện Quang 12W tham khảo,Đèn phòng tắm,Dien Quang,DQ-BATH-LIGHT-12W,250000,700000,250.000đ – 700.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",89,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_004,Đèn gương LED Điện Quang 18W tham khảo,Đèn phòng tắm,Dien Quang,DQ-BATH-LIGHT-18W,450000,950000,450.000đ – 950.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",75,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_005,Đèn tường Halo Warm,Đèn phòng tắm,Local Showroom,LOCAL-HALO-WARM,900000,1800000,900.000đ – 1.800.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",87,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_006,Đèn gương Linea Black,Đèn phòng tắm,Local Showroom,LOCAL-LINEA-BLACK,1200000,2500000,1.200.000đ – 2.500.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",88,LivLab Partner Showroom,"Mỹ Đình, Hà Nội",024 0000 0000,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_007,Đèn tường khách sạn Brass Glow,Đèn phòng tắm,Local Showroom,LOCAL-BRASS-GLOW,1800000,4500000,1.800.000đ – 4.500.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",77,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_light_008,Đèn gương Hafele tham khảo,Đèn phòng tắm,Hafele,HAFELE-LIGHT-SAMPLE,2500000,8000000,2.500.000đ – 8.000.000đ,Kim loại / LED,Ánh sáng ấm / trung tính,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,"Đèn dùng cho gương/phòng tắm, giúp hoàn thiện concept ánh sáng. Giá tham khảo cần xác nhận showroom.",71,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://hafelehome.com.vn/blogs/tin-tuc/showroom-hafele-nguyen-van-troi-tphcm,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_accessory_001,Bộ xả chữ P INAX A-678P,Phụ kiện phòng tắm,INAX,A-678P,960000,960000,960.000đ,Đồng/nhựa kỹ thuật,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,82,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://www.inax.com.vn/vi/bo-xa-lavabo/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_002,Ống thải bầu INAX A-676PV,Phụ kiện phòng tắm,INAX,A-676PV,1030000,1030000,1.030.000đ,Nhựa/kẽm,Trắng/Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,66,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://www.inax.com.vn/vi/bo-xa-lavabo/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_003,Ống xả bầu INAX A-603PV,Phụ kiện phòng tắm,INAX,A-603PV,1410000,1410000,1.410.000đ,Nhựa/kẽm,Trắng/Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,68,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Showroom đối tác,https://www.inax.com.vn/vi/bo-xa-lavabo/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_004,Bộ xả chậu rửa INAX LF-105PAL,Phụ kiện phòng tắm,INAX,LF-105PAL,2360000,2360000,2.360.000đ,Đồng mạ chrome,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,84,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://www.inax.com.vn/vi/bo-xa-lavabo/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_005,Nắp rửa cơ INAX CW-S32VN-1,Phụ kiện phòng tắm,INAX,CW-S32VN-1,3130000,3130000,3.130.000đ,Nhựa cao cấp,Trắng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,80,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_006,Nắp rửa cơ INAX CW-S32VN,Phụ kiện phòng tắm,INAX,CW-S32VN,2504000,2504000,2.504.000đ,Nhựa cao cấp,Trắng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,83,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Đại lý phân phối,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_007,Nắp rửa cơ INAX CW-S15VN,Phụ kiện phòng tắm,INAX,CW-S15VN,1872000,1872000,1.872.000đ,Nhựa cao cấp,Trắng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Budget,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,62,HITA Home,TP. Hồ Chí Minh,028 8888 6688,Đại lý phân phối,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_008,Nắp rửa điện tử INAX CW-H17VN,Phụ kiện phòng tắm,INAX,CW-H17VN,8920000,8920000,8.920.000đ,Nhựa cao cấp,Trắng,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Luxury,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,76,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Đại lý phân phối,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,TRUE,"Model/giá có nguồn tham khảo; ảnh đang dùng placeholder, cần thay bằng ảnh chính hãng trước khi dùng thương mại."
p_accessory_009,Vòi xịt vệ sinh INAX tham khảo,Phụ kiện phòng tắm,INAX,INAX-BIDET-SAMPLE,350000,1200000,350.000đ – 1.200.000đ,Nhựa ABS/Inox,Chrome,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Budget,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,85,Modern Bath Gallery,"Nam Từ Liêm, Hà Nội",024 3333 8899,Showroom đối tác,https://www.inax.com.vn/vi/san-pham/accessories/,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_accessory_010,Kệ treo khăn Kira inox 304,Phụ kiện phòng tắm,Local Showroom,LOCAL-KIRA-TOWEL,450000,1200000,450.000đ – 1.200.000đ,Inox 304,Bạc mờ,450–600 mm,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,73,HITA Home,TP. Hồ Chí Minh,028 8888 6688,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_accessory_011,Lô giấy vệ sinh đen mờ,Phụ kiện phòng tắm,Local Showroom,LOCAL-PAPER-BLACK,280000,850000,280.000đ – 850.000đ,Inox 304,Đen mờ,Theo model,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Hotel,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,95,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_accessory_012,Bộ phụ kiện phòng tắm Warm Accessory Set,Phụ kiện phòng tắm,Local Showroom,LOCAL-ACC-WARM-SET,1200000,3200000,1.200.000đ – 3.200.000đ,Inox/đồng,Nickel ấm,Bộ 4–6 món,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Phụ kiện hoàn thiện phòng tắm; giá và tồn kho cần xác nhận theo showroom.,56,Interior Material Hub,"Long Biên, Hà Nội",024 2222 6699,Dữ liệu mẫu,,Nguồn giá/model từ website hãng hoặc giá tham khảo,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_set_001,Bộ phụ kiện phòng tắm mẫu 01,Bộ phụ kiện nhỏ,Local Showroom,LOCAL-SET-001,900000,2020000,900.000đ – 2.020.000đ,Inox 304 / kính / đồng,Đen mờ,Bộ 3–6 món,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Modern,Bộ phụ kiện mẫu dùng để test combo và quote flow; cần xác minh sản phẩm cụ thể trước khi báo giá thật.,60,HomeBath Studio,"Đống Đa, Hà Nội",024 7777 1122,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_set_002,Bộ phụ kiện phòng tắm mẫu 02,Bộ phụ kiện nhỏ,Local Showroom,LOCAL-SET-002,1000000,2240000,1.000.000đ – 2.240.000đ,Inox 304 / kính / đồng,Đen mờ,Bộ 3–6 món,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Bộ phụ kiện mẫu dùng để test combo và quote flow; cần xác minh sản phẩm cụ thể trước khi báo giá thật.,66,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_set_003,Bộ phụ kiện phòng tắm mẫu 03,Bộ phụ kiện nhỏ,Local Showroom,LOCAL-SET-003,1100000,2460000,1.100.000đ – 2.460.000đ,Inox 304 / kính / đồng,Trắng,Bộ 3–6 món,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Warm Neutral,Bộ phụ kiện mẫu dùng để test combo và quote flow; cần xác minh sản phẩm cụ thể trước khi báo giá thật.,91,Hải Linh Showroom,"Hà Đông, Hà Nội",024 3858 6655,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
p_set_004,Bộ phụ kiện phòng tắm mẫu 04,Bộ phụ kiện nhỏ,Local Showroom,LOCAL-SET-004,1200000,2680000,1.200.000đ – 2.680.000đ,Inox 304 / kính / đồng,Chrome,Bộ 3–6 món,/images/products/placeholder-sanitary.png,FALSE,Cần xác nhận tồn kho,Đặt trước,Minimal,Bộ phụ kiện mẫu dùng để test combo và quote flow; cần xác minh sản phẩm cụ thể trước khi báo giá thật.,75,TDM Tuấn Đức,"Cầu Giấy, Hà Nội",024 6666 8686,Dữ liệu mẫu,,Giá tham khảo cần xác minh,FALSE,"Dữ liệu mẫu phục vụ demo; cần xác minh thủ công model, ảnh và giá trước khi dùng cho báo giá thật."
