id,slug,name,brand,sku,category,subCategory,priceMin,priceMax,priceRange,priceUnit,material,finish,color,dimensions,installationType,warranty,origin,availability,status,stockNote,image,images,imageAlt,imageVerified,imageSourceUrl,style,compatibleStyles,suitableFor,suitableRoomSize,budgetSegment,description,features,technicalSpecs,careInstructions,includedItems,showroomName,showroomLocation,showroomContact,sellerType,soldBy,fulfilledBy,commerceType,supplierType,sourceUrl,priceSource,sourceNote
llv-acc-bancoot-lk528s,lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-s,Lô Giấy Vệ Sinh Kín Inox 304 Bancoot LK528-S,Bancoot,LK528-S,Phụ kiện,Lô giấy vệ sinh,330000,415000,330.000đ – 415.000đ,/cái,Inox 304,Inox xước bạc,Bạc,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-s_1638785138.jpg,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-s_1638785138.jpg,Lô giấy vệ sinh kín inox 304 Bancoot LK528-S,TRUE,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-s_1638785138.jpg,Modern,Modern|Hotel|Minimal,Phòng tắm gia đình|Phòng tắm căn hộ|Khu vực bồn cầu cần giữ giấy khô,3–8 m²,Dưới 30 triệu,"Lô giấy vệ sinh kín Bancoot LK528-S sử dụng inox 304, thiết kế hộp kín giúp bảo vệ giấy khỏi ẩm và bụi trong môi trường phòng tắm. Phù hợp các concept phòng tắm hiện đại cần phụ kiện đồng bộ, bền và dễ vệ sinh.",Thiết kế kín bảo vệ giấy khỏi ẩm|Inox 304 chống hoen gỉ|Dễ lắp đặt và sử dụng|Kiểu dáng gọn gàng cho khu vực bồn cầu,Mã sản phẩm: LK528-S|Chất liệu: Inox 304|Kiểu lắp đặt: gắn tường|Ứng dụng: lô giấy vệ sinh kín|Màu hoàn thiện: inox bạc,Lau bằng khăn mềm|Tránh chất tẩy có tính ăn mòn mạnh,Lô giấy vệ sinh|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-s-p10888.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lk528p,lo-giay-ve-sinh-kin-inox-bong-304-bancoot-lk528-p,Lô Giấy Vệ Sinh Kín Inox Bóng 304 Bancoot LK528-P,Bancoot,LK528-P,Phụ kiện,Lô giấy vệ sinh,300000,375000,300.000đ – 375.000đ,/cái,Inox 304,Inox bóng,Bạc bóng,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/upload_images/images/2021/12/06/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-p.webp,https://luxbath.vn/upload_images/images/2021/12/06/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-p.webp,Lô giấy vệ sinh kín inox bóng 304 Bancoot LK528-P,TRUE,https://luxbath.vn/upload_images/images/2021/12/06/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-p.webp,Modern,Modern|Minimal|Warm Neutral,Phòng tắm căn hộ|Phòng tắm nhà thuê|Khu vực bồn cầu cần phụ kiện chống ẩm,3–8 m²,Dưới 30 triệu,"Lô giấy vệ sinh Bancoot LK528-P có bề mặt inox bóng, thiết kế hộp kín để giữ giấy sạch và khô hơn. Đây là phụ kiện nhỏ nhưng quan trọng để hoàn thiện combo phòng tắm gọn gàng, dễ bảo trì.",Inox 304 bền trong môi trường ẩm|Bề mặt bóng dễ lau chùi|Thiết kế kín bảo vệ giấy|Phù hợp nhiều concept phòng tắm hiện đại,Mã sản phẩm: LK528-P|Chất liệu: Inox 304|Hoàn thiện: inox bóng|Kiểu lắp đặt: gắn tường|Ứng dụng: đựng giấy vệ sinh,Lau khô định kỳ|Không dùng miếng chà nhám trên bề mặt bóng,Lô giấy vệ sinh|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/lo-giay-ve-sinh-kin-inox-304-bancoot-lk528-p-p10887.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lkip7,lo-giay-ve-sinh-inox-304-co-khay-bancoot-lk-ip7,Lô Giấy Vệ Sinh Inox 304 Có Khay Bancoot LK IP7,Bancoot,LK IP7,Phụ kiện,Lô giấy vệ sinh,480000,480000,480.000đ,/cái,Inox 304,Inox bóng + khay kính,Bạc,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-inox-304-co-khay-bancoot-lk-ip7-lkip7-_1638764796.jpg,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-inox-304-co-khay-bancoot-lk-ip7-lkip7-_1638764796.jpg,Lô giấy vệ sinh inox 304 có khay Bancoot LK IP7,TRUE,https://luxbath.vn/images/products/2021/12/06/resized/lo-giay-ve-sinh-inox-304-co-khay-bancoot-lk-ip7-lkip7-_1638764796.jpg,Modern,Modern|Hotel|Compact,Phòng tắm căn hộ|Phòng tắm khách sạn mini|Khu vực bồn cầu cần khay đặt điện thoại/vật nhỏ,4–10 m²,Dưới 30 triệu,"Lô giấy vệ sinh Bancoot LK IP7 tích hợp khay đặt vật dụng nhỏ, tiện cho phòng tắm compact và căn hộ hiện đại. Chất liệu inox 304 giúp phụ kiện bền hơn trong môi trường ẩm.",Có khay đặt vật dụng nhỏ|Inox 304 chống hoen gỉ|Dễ sử dụng và lắp đặt|Tối ưu khu vực bồn cầu nhỏ,"Mã sản phẩm: LK IP7|Chất liệu: Inox 304|Kiểu: lô giấy có khay|Kiểu lắp đặt: gắn tường|Ứng dụng: phòng tắm căn hộ, homestay",Lau khay và thân inox bằng khăn mềm|Tránh để vật quá nặng trên khay,Lô giấy có khay|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/lo-giay-ve-sinh-inox-304-co-khay-bancoot-lk-ip7-lkip7--p10874.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lk55611,lo-giay-ve-sinh-inox-304-bancoot-lk55611,Lô Giấy Vệ Sinh Inox 304 Bancoot LK55611,Bancoot,LK55611,Phụ kiện,Lô giấy vệ sinh,580000,725000,580.000đ – 725.000đ,/cái,Inox 304,Mạ vàng / inox cao cấp,Vàng ánh kim,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/images/products/2022/01/03/resized/lo-giay-ve-sinh-inox-304-bancoot-lk55611_1641204704.jpg,https://luxbath.vn/images/products/2022/01/03/resized/lo-giay-ve-sinh-inox-304-bancoot-lk55611_1641204704.jpg,Lô giấy vệ sinh inox 304 Bancoot LK55611,TRUE,https://luxbath.vn/images/products/2022/01/03/resized/lo-giay-ve-sinh-inox-304-bancoot-lk55611_1641204704.jpg,Luxury,Luxury|Hotel|Warm Neutral,Phòng tắm khách sạn|Phòng tắm master|Concept có chi tiết vàng champagne,5–12 m²,30–60 triệu,"Bancoot LK55611 là lô giấy vệ sinh inox 304 với hoàn thiện tông vàng, phù hợp các concept phòng tắm luxury hoặc hotel-style cần phụ kiện đồng bộ và nổi bật hơn so với inox bạc thông thường.",Inox 304 bền chắc|Tông vàng sang trọng|Dễ lắp đặt và sử dụng|Phù hợp concept khách sạn/luxury,Mã sản phẩm: LK55611|Chất liệu: Inox 304|Màu hoàn thiện: vàng|Kiểu lắp đặt: gắn tường|Ứng dụng: khu vực bồn cầu,Lau bằng khăn mềm|Tránh chất tẩy có tính mài mòn để giữ bề mặt mạ,Lô giấy vệ sinh|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/lo-giay-ve-sinh-inox-304-bancoot-lk55611-p11318.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lk501s,vat-khan-gian-co-moc-inox-304-bancoot-lk501s,Giàn Vắt Khăn Có Móc Inox 304 Bancoot LK501S,Bancoot,LK501S,Phụ kiện,Giá treo khăn,1570000,1960000,1.570.000đ – 1.960.000đ,/cái,Inox 304,Inox bóng,Bạc,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-co-moc-inox-304-bancoot-lk501s.webp,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-co-moc-inox-304-bancoot-lk501s.webp,Giàn vắt khăn có móc inox 304 Bancoot LK501S,TRUE,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-co-moc-inox-304-bancoot-lk501s.webp,Modern,Modern|Hotel|Family-friendly,Phòng tắm gia đình|Phòng tắm master|Không gian cần treo nhiều khăn,5–12 m²,30–60 triệu,"Giàn vắt khăn Bancoot LK501S có cấu trúc nhiều thanh và móc, phù hợp phòng tắm gia đình cần treo khăn tắm, khăn mặt và phụ kiện gọn gàng. Inox 304 giúp sản phẩm bền hơn trong môi trường ẩm.",Nhiều thanh treo và móc tiện dụng|Inox 304 chịu ẩm tốt|Kết cấu chắc chắn|Phù hợp phòng tắm gia đình hoặc homestay,Mã sản phẩm: LK501S|Chất liệu: Inox 304|Kiểu: giàn vắt khăn có móc|Kiểu lắp đặt: gắn tường|Ứng dụng: treo khăn tắm/khăn mặt,Lau khô sau khi vệ sinh|Không treo quá tải trọng khuyến nghị của showroom,Giàn treo khăn|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/vat-khan-gian-co-moc-inox-304-bancoot-lk501s-p10895.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lk55501,vat-khan-gian-inox-304-bancoot-lk55501,Vắt Khăn Giàn Inox 304 Bancoot LK55501,Bancoot,LK55501,Phụ kiện,Giá treo khăn,1190000,1490000,1.190.000đ – 1.490.000đ,/cái,Inox 304,Inox bóng,Bạc,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-inox-304-bancoot-lk55501.webp,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-inox-304-bancoot-lk55501.webp,Vắt khăn giàn inox 304 Bancoot LK55501,TRUE,https://luxbath.vn/upload_images/images/2021/12/07/vat-khan-gian-inox-304-bancoot-lk55501.webp,Modern,Modern|Minimal|Hotel,Phòng tắm căn hộ|Phòng tắm gia đình|Khu vực cần treo khăn gọn,4–10 m²,30–60 triệu,"Bancoot LK55501 là giàn vắt khăn inox 304 với thiết kế treo tường gọn, phù hợp các concept phòng tắm hiện đại cần tối ưu diện tích nhưng vẫn có đủ không gian treo khăn.",Thiết kế nhiều thanh treo|Inox 304 chống hoen gỉ|Kiểu gắn tường tiết kiệm diện tích|Dễ phối với lavabo/gương inox bạc,Mã sản phẩm: LK55501|Chất liệu: Inox 304|Kiểu: giàn vắt khăn treo tường|Ứng dụng: treo khăn tắm và khăn mặt|Màu hoàn thiện: inox bạc,Lau bằng khăn mềm|Tránh để hóa chất đọng lâu trên bề mặt inox,Giàn treo khăn|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/vat-khan-gian-inox-304-bancoot-lk55501-p10897.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-bancoot-lk2509a,vat-khan-doi-inox-304-bancoot-lk-2509a,Vắt Khăn Đôi Inox 304 Bancoot LK 2509A,Bancoot,LK 2509A,Phụ kiện,Giá treo khăn,820000,1025000,820.000đ – 1.025.000đ,/cái,Inox 304,Mạ vàng,Vàng ánh kim,Theo model,Gắn tường,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/upload_images/images/2022/10/19/bancoot-lk-2509a.webp,https://luxbath.vn/upload_images/images/2022/10/19/bancoot-lk-2509a.webp,Vắt khăn đôi inox 304 Bancoot LK 2509A,TRUE,https://luxbath.vn/upload_images/images/2022/10/19/bancoot-lk-2509a.webp,Luxury,Luxury|Hotel|Warm Neutral,Phòng tắm hotel-style|Phòng tắm master|Concept có chi tiết vàng,5–12 m²,30–60 triệu,"Vắt khăn đôi Bancoot LK 2509A sử dụng inox 304 mạ vàng, phù hợp với phòng tắm có phụ kiện tông vàng đồng bộ như vòi lavabo vàng, gương viền vàng hoặc kệ kính mạ vàng.",Thiết kế hai thanh treo tiện lợi|Inox 304 mạ vàng sang trọng|Dễ lắp đặt|Phù hợp concept hotel/luxury,Mã sản phẩm: LK 2509A|Chất liệu: Inox 304 mạ vàng|Kiểu: vắt khăn đôi|Kiểu lắp đặt: gắn tường|Ứng dụng: treo khăn mặt/khăn tay,Lau bằng khăn mềm|Không dùng hóa chất tẩy mạnh trên bề mặt mạ vàng,Thanh treo khăn đôi|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/bancoot-lk-2509a-p10904.html,Giá tham khảo từ Luxbath / dòng sản phẩm tương tự,Thông tin và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá.
llv-acc-bancoot-e55813,ke-kinh-duoi-guong-inox-304-bancoot-e55813,Kệ Kính Dưới Gương Inox 304 Bancoot E55813,Bancoot,E55813,Phụ kiện,Kệ gương,670000,835000,670.000đ – 835.000đ,/cái,Kính cường lực + Inox 304,Inox bóng,Kính trong + bạc,Theo model,Gắn tường dưới gương,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/images/products/2022/10/19/large/bancoot-e55813_1666171908.jpg,https://luxbath.vn/images/products/2022/10/19/large/bancoot-e55813_1666171908.jpg|https://luxbath.vn/images/products/2022/10/19/small/bancoot-e55813_1666171908.jpg,Kệ kính dưới gương inox 304 Bancoot E55813,TRUE,https://luxbath.vn/images/products/2022/10/19/large/bancoot-e55813_1666171908.jpg,Modern,Modern|Minimal|Hotel,Khu lavabo|Phòng tắm căn hộ|Concept cần thêm kệ để mỹ phẩm nhỏ,3–8 m²,Dưới 30 triệu,"Kệ kính dưới gương Bancoot E55813 kết hợp kính cường lực và inox 304, dùng để đặt sữa rửa mặt, ly cốc hoặc phụ kiện nhỏ tại khu lavabo. Đây là món phối cùng hữu ích cho concept phòng tắm nhỏ.",Kính cường lực dễ lau|Inox 304 chống ẩm|Lắp dưới gương tối ưu không gian|Phù hợp khu lavabo compact,Mã sản phẩm: E55813|Chất liệu: kính cường lực + Inox 304|Kiểu: kệ kính dưới gương|Kiểu lắp đặt: gắn tường|Ứng dụng: để phụ kiện lavabo,Không đặt vật quá nặng|Lau kính bằng khăn mềm và dung dịch phù hợp,Kệ kính|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/bancoot-e55813-p10868.html,Giá tham khảo từ Luxbath / dòng kệ gương Bancoot,Thông tin và ảnh tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá.
llv-acc-bancoot-kk552,ke-kinh-duoi-guong-bancoot-kk-552,Kệ Kính Dưới Gương Bancoot KK-552,Bancoot,KK-552,Phụ kiện,Kệ gương,300000,315000,300.000đ – 315.000đ,/cái,Kính cường lực + Inox,Inox bóng,Kính trong + bạc,Theo model,Gắn tường dưới gương,Theo chính sách showroom,Việt Nam,Còn hàng,Còn hàng,Showroom xác nhận tồn kho trước khi báo giá,https://luxbath.vn/images/products/2022/01/04/large/ke-kinh-duoi-guong-bancoot-kk-552_1641262465.jpg,https://luxbath.vn/images/products/2022/01/04/large/ke-kinh-duoi-guong-bancoot-kk-552_1641262465.jpg|https://luxbath.vn/images/products/2022/01/03/large/ke-kinh-duoi-guong-bancoot-kk-552_1641262055.jpg,Kệ kính dưới gương Bancoot KK-552,TRUE,https://luxbath.vn/images/products/2022/01/04/large/ke-kinh-duoi-guong-bancoot-kk-552_1641262465.jpg,Minimal,Minimal|Modern|Budget,Phòng tắm căn hộ nhỏ|Phòng tắm nhà thuê|Khu lavabo cần thêm kệ giá tốt,3–8 m²,Dưới 30 triệu,"Bancoot KK-552 là kệ kính dưới gương giá tốt, phù hợp phòng tắm nhỏ cần thêm bề mặt đặt đồ mà không làm không gian bị nặng. Thiết kế kính trong giúp giữ cảm giác nhẹ và sạch.",Giá tốt cho combo tiết kiệm|Kính trong dễ phối|Gắn tường tiết kiệm diện tích|Phù hợp khu lavabo nhỏ,Mã sản phẩm: KK-552|Chất liệu: kính + inox|Kiểu: kệ kính dưới gương|Kiểu lắp đặt: gắn tường|Ứng dụng: để đồ khu lavabo,Lau kính định kỳ|Tránh va đập mạnh vào mép kính,Kệ kính|Phụ kiện lắp đặt theo showroom,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/ke-kinh-duoi-guong-bancoot-kk-552-p11323.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho và thời điểm báo giá."
llv-acc-ariston-vitaly-15l,binh-nong-lanh-ariston-vitaly-15l-vuong,Bình Nóng Lạnh Ariston Vitaly 15L Vuông,Ariston,Vitaly 15L,Phụ kiện,Bình nóng lạnh,1780000,3277000,1.780.000đ – 3.277.000đ,/bộ,"Vỏ nhựa cao cấp, bình chứa tráng men Titan",Trắng,Trắng,360 x 360 x 318 mm,"Treo tường, bình gián tiếp",7 năm,Theo thông tin hãng/showroom,Còn hàng,Còn hàng,Showroom xác nhận tồn kho và lắp đặt trước khi báo giá,https://luxbath.vn/images/products/2025/11/29/large/binh-nong-lanh-ariston-vitaly-15l_1764351551.jpg,https://luxbath.vn/images/products/2025/11/29/large/binh-nong-lanh-ariston-vitaly-15l_1764351551.jpg|https://luxbath.vn/images/products/2025/11/29/resized/binh-nong-lanh-ariston-vitaly-15l_1764351551.jpg,Bình nóng lạnh Ariston Vitaly 15L vuông,TRUE,https://luxbath.vn/images/products/2025/11/29/large/binh-nong-lanh-ariston-vitaly-15l_1764351551.jpg,Modern,Modern|Minimal|Family-friendly,Phòng tắm căn hộ|Gia đình 1–2 người|Combo phòng tắm có nhu cầu nước nóng,3–8 m²,Dưới 30 triệu,"Ariston Vitaly 15L là bình nước nóng gián tiếp dung tích nhỏ, phù hợp phòng tắm căn hộ hoặc nhà thuê cần giải pháp nước nóng cơ bản. Sản phẩm có thiết kế vuông gọn và thường được đưa vào combo phòng tắm hoàn thiện.",Dung tích 15L phù hợp 1–2 người|Bình chứa tráng men Titan|Thanh đốt đồng|Tích hợp hệ thống an toàn ELCB/TBST theo thông tin showroom,Mã sản phẩm: Vitaly 15L|Dung tích: 15 lít|Kích thước: 360 x 360 x 318 mm|Nhiệt độ tối đa: 75°C|Áp lực nước: tối đa 0.75 Mpa|Bảo hành: 7 năm,Cần lắp đặt bởi kỹ thuật điện nước|Bảo dưỡng định kỳ theo khuyến nghị showroom,Bình nóng lạnh|Phụ kiện/lắp đặt xác nhận khi báo giá,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/binh-nong-lanh-ariston-vitaly-15l-p9610.html,Giá tham khảo từ Luxbath,"Thông tin, ảnh và giá tham khảo từ trang sản phẩm Luxbath; giá cuối cần xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
llv-acc-ariston-andris2-15b,binh-nong-lanh-ariston-andris2-15b-15-lit-vuong,Bình Nóng Lạnh Ariston Andris2 15B 15 Lít Vuông,Ariston,Andris2 15B,Phụ kiện,Bình nóng lạnh,2150000,3000000,2.150.000đ – 3.000.000đ,/bộ,"Vỏ nhựa cao cấp, ruột bình theo tiêu chuẩn hãng",Trắng / xám,Trắng xám,Theo model,"Treo tường, bình gián tiếp",Theo chính sách hãng/showroom,Theo thông tin hãng/showroom,Ngừng sản xuất / tham khảo,Đặt trước,Dùng làm sản phẩm tham khảo; showroom xác nhận model thay thế khi báo giá,https://luxbath.vn/images/products/2025/12/01/resized/binh-nong-lanh-ariston-andris2-15b-15-lit-vuong_1764559368.jpg,https://luxbath.vn/images/products/2025/12/01/resized/binh-nong-lanh-ariston-andris2-15b-15-lit-vuong_1764559368.jpg,Bình nóng lạnh Ariston Andris2 15B 15 lít vuông,TRUE,https://luxbath.vn/images/products/2025/12/01/resized/binh-nong-lanh-ariston-andris2-15b-15-lit-vuong_1764559368.jpg,Modern,Modern|Minimal|Family-friendly,Phòng tắm căn hộ|Combo phòng tắm cần nước nóng|Khách cần model tham khảo tương đương,3–8 m²,Dưới 30 triệu,"Ariston Andris2 15B là bình nước nóng 15 lít dạng vuông, phù hợp làm lựa chọn tham khảo trong combo phòng tắm cần giải pháp nước nóng. Vì trạng thái có thể thay đổi, LivLab/showroom cần xác nhận model thay thế khi báo giá.",Dung tích 15L|Thiết kế vuông gọn|Phù hợp phòng tắm nhỏ|Có thể dùng làm model tham khảo để tư vấn sản phẩm tương đương,Mã sản phẩm: Andris2 15B|Dung tích: 15 lít|Kiểu dáng: vuông|Loại: bình nước nóng gián tiếp|Trạng thái tham khảo: ngừng sản xuất/đặt trước theo showroom,Cần lắp đặt bởi kỹ thuật điện nước|Kiểm tra model thay thế trước khi báo giá,Bình nóng lạnh|Phụ kiện/lắp đặt xác nhận khi báo giá,Luxbath,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/binh-nong-lanh-ariston-andris2-15b-15-lit-vuong-p628.html,Giá tham khảo từ Luxbath,Trang nguồn ghi sản phẩm ở trạng thái ngừng sản xuất; dùng làm dữ liệu tham khảo cho prototype và cần showroom xác nhận model thay thế khi báo giá.
llv-mir-dinhquoc-dq67016,guong-led-phong-tam-dinh-quoc-dq-67016-500x700,Gương LED Phòng Tắm Đình Quốc ĐQ 67016 500x700mm,Đình Quốc,ĐQ 67016,Gương,Gương LED,1800000,1800000,1.800.000 VNĐ,sản phẩm,Kính,Gương LED hình chữ nhật,Bạc / kính,500 x 700 mm,"Treo tường, cần điểm điện 220V",5 năm,Việt Nam,Có sẵn tại showroom,Còn hàng,Xác nhận tồn kho trước khi báo giá,https://luxbath.vn/upload_images/images/2024/04/09/dinh-quoc-dq-67016-500x700mm.webp,https://luxbath.vn/upload_images/images/2024/04/09/dinh-quoc-dq-67016-500x700mm.webp,Gương LED phòng tắm Đình Quốc ĐQ 67016 500x700mm,TRUE,https://luxbath.vn/upload_images/images/2024/04/09/dinh-quoc-dq-67016-500x700mm.webp,Modern,Modern|Hotel|Warm Neutral,Phòng tắm căn hộ|Phòng tắm khách sạn|Khu lavabo cần ánh sáng LED,4–10 m²,30–60 triệu,"Gương LED Đình Quốc ĐQ 67016 kích thước 500x700mm, phù hợp khu lavabo hiện đại cần ánh sáng bổ trợ và mặt gương dễ vệ sinh trong môi trường ẩm.",Đèn LED cảm ứng|Gương tráng bạc chống nấm mốc|Dễ lau chùi|Phù hợp concept phòng tắm hiện đại,Mã: ĐQ 67016|Kiểu dáng: chữ nhật|Nguồn điện: 220V|Chất liệu: kính|Bảo hành gương: 5 năm,Lau bằng khăn mềm|Tránh hóa chất tẩy rửa mạnh lên bề mặt gương,Gương LED|Phụ kiện treo/lắp đặt theo nhà bán,Luxbath Hà Nội,"116 Thanh Đàm, Hoàng Mai, Hà Nội",0989123788,Retailer tham khảo,LivLab,Luxbath Hà Nội,Quote-based commerce,Retailer tham khảo,https://luxbath.vn/dinh-quoc-dq-67016-500x700mm-p32200.html,Giá tham khảo từ Luxbath tại thời điểm nghiên cứu,"Thông tin và hình ảnh tham khảo từ Luxbath; giá cuối cần được LivLab/showroom xác nhận theo tồn kho, thời điểm và phương án lắp đặt."
